tileName,tileIndexX,tileIndexY,tileType,tileSize,tileScale,tileLayer,textureId,topTextureRectL,topTextureRectT,bottomTextureRectL,bottomTextureRectT
"Tile(3, 12)",3,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(3, 13)",3,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(3, 14)",3,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(3, 15)",3,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(3, 16)",3,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(3, 17)",3,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,256
"Tile(3, 18)",3,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,272
"Tile(3, 19)",3,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,288
"Tile(3, 20)",3,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,304
"Tile(3, 21)",3,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,320
"Tile(3, 22)",3,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(3, 23)",3,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(4, 0)",4,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(4, 1)",4,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,368
"Tile(4, 2)",4,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,208
"Tile(4, 3)",4,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 4)",4,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,336,128
"Tile(4, 5)",4,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,336,144
"Tile(4, 6)",4,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 7)",4,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 8)",4,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 9)",4,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 10)",4,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 11)",4,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 12)",4,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 13)",4,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 14)",4,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,336,128
"Tile(4, 15)",4,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,336,144
"Tile(4, 16)",4,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(4, 17)",4,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,256
"Tile(4, 18)",4,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,272
"Tile(4, 19)",4,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,288
"Tile(4, 20)",4,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,304
"Tile(4, 21)",4,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,320
"Tile(4, 22)",4,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(4, 23)",4,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(5, 0)",5,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(5, 1)",5,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,368
"Tile(5, 2)",5,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,48,208
"Tile(5, 3)",5,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 4)",5,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,352,128
"Tile(5, 5)",5,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,352,144
"Tile(5, 6)",5,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 7)",5,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 8)",5,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 9)",5,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 10)",5,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 11)",5,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 12)",5,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 13)",5,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 14)",5,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,352,128
"Tile(5, 15)",5,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,352,144
"Tile(5, 16)",5,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(5, 17)",5,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,48,256
"Tile(5, 18)",5,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,272
"Tile(5, 19)",5,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,288
"Tile(5, 20)",5,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,304
"Tile(5, 21)",5,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,320
"Tile(5, 22)",5,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(5, 23)",5,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(6, 0)",6,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(6, 1)",6,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,368
"Tile(6, 2)",6,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,208
"Tile(6, 3)",6,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 4)",6,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 5)",6,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 6)",6,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 7)",6,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 8)",6,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 9)",6,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 10)",6,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 11)",6,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 12)",6,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 13)",6,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 14)",6,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 15)",6,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 16)",6,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(6, 17)",6,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,256
"Tile(6, 18)",6,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,272
"Tile(6, 19)",6,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,288
"Tile(6, 20)",6,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,304
"Tile(6, 21)",6,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,320
"Tile(6, 22)",6,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(6, 23)",6,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(7, 0)",7,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(7, 1)",7,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,48,368
"Tile(7, 2)",7,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,208
"Tile(7, 3)",7,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 4)",7,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 5)",7,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 6)",7,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 7)",7,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 8)",7,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 9)",7,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 10)",7,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 11)",7,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 12)",7,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 13)",7,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 14)",7,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 15)",7,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 16)",7,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(7, 17)",7,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,256
"Tile(7, 18)",7,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,272
"Tile(7, 19)",7,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,288
"Tile(7, 20)",7,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,304
"Tile(7, 21)",7,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,320
"Tile(7, 22)",7,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(7, 23)",7,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(8, 0)",8,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(8, 1)",8,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(8, 2)",8,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,48,208
"Tile(8, 3)",8,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 4)",8,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 5)",8,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 6)",8,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 7)",8,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 8)",8,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 9)",8,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 10)",8,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 11)",8,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 12)",8,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 13)",8,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 14)",8,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 15)",8,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 16)",8,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(8, 17)",8,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,48,256
"Tile(8, 18)",8,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,272
"Tile(8, 19)",8,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,288
"Tile(8, 20)",8,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,304
"Tile(8, 21)",8,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,320
"Tile(8, 22)",8,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(8, 23)",8,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(9, 0)",9,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(9, 1)",9,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(9, 2)",9,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,208
"Tile(9, 3)",9,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 4)",9,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 5)",9,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 6)",9,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 7)",9,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 8)",9,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 9)",9,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 10)",9,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 11)",9,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 12)",9,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 13)",9,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 14)",9,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 15)",9,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 16)",9,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(9, 17)",9,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,256
"Tile(9, 18)",9,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,272
"Tile(9, 19)",9,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,288
"Tile(9, 20)",9,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,304
"Tile(9, 21)",9,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,320
"Tile(9, 22)",9,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(9, 23)",9,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(10, 0)",10,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(10, 1)",10,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(10, 2)",10,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,208
"Tile(10, 3)",10,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 4)",10,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 5)",10,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 6)",10,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 7)",10,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 8)",10,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,80,80
"Tile(10, 9)",10,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,400,80
"Tile(10, 10)",10,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,400,96
"Tile(10, 11)",10,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,80,80
"Tile(10, 12)",10,12,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 13)",10,13,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 14)",10,14,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 15)",10,15,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 16)",10,16,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(10, 17)",10,17,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,256
"Tile(10, 18)",10,18,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,272
"Tile(10, 19)",10,19,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,288
"Tile(10, 20)",10,20,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,304
"Tile(10, 21)",10,21,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,32,320
"Tile(10, 22)",10,22,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(10, 23)",10,23,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(11, 0)",11,0,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(11, 1)",11,1,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,0,336
"Tile(11, 2)",11,2,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,48,208
"Tile(11, 3)",11,3,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(11, 4)",11,4,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(11, 5)",11,5,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(11, 6)",11,6,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(11, 7)",11,7,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,16,240
"Tile(11, 8)",11,8,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,416,64
"Tile(11, 9)",11,9,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,416,80
"Tile(11, 10)",11,10,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,416,96
"Tile(11, 11)",11,11,-842150451,16,4,0,graphics/editor/FireTileSet.png,496,0,416,112
