tileName,tileIndexX,tileIndexY,tileType,tileSize,tileScale,tileLayer,textureId,topTextureRectL,topTextureRectT,bottomTextureRectL,bottomTextureRectT,spawnLocation
"Tile(0, 48)",0,48,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(0, 49)",0,49,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(0, 50)",0,50,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(0, 51)",0,51,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(0, 52)",0,52,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 53)",0,53,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 54)",0,54,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 55)",0,55,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 56)",0,56,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 57)",0,57,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 58)",0,58,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 59)",0,59,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 60)",0,60,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 61)",0,61,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 62)",0,62,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(0, 63)",0,63,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(1, 0)",1,0,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 1)",1,1,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 2)",1,2,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 3)",1,3,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 4)",1,4,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 5)",1,5,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 6)",1,6,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 7)",1,7,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 8)",1,8,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 9)",1,9,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 10)",1,10,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 11)",1,11,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 12)",1,12,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 13)",1,13,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 14)",1,14,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 15)",1,15,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 16)",1,16,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 17)",1,17,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 18)",1,18,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 19)",1,19,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 20)",1,20,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 21)",1,21,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 22)",1,22,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 23)",1,23,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 24)",1,24,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 25)",1,25,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 26)",1,26,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 27)",1,27,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 28)",1,28,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(1, 29)",1,29,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(1, 30)",1,30,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,16,4
"Tile(1, 31)",1,31,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,32,4
"Tile(1, 32)",1,32,2,16,4,0,graphics/editor/FireTileSet.png,96,336,0,32,4
"Tile(1, 33)",1,33,2,16,4,0,graphics/editor/FireTileSet.png,96,336,0,48,4
"Tile(1, 34)",1,34,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(1, 35)",1,35,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,80,4
"Tile(1, 36)",1,36,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,96,4
"Tile(1, 37)",1,37,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,112,4
"Tile(1, 38)",1,38,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,128,4
"Tile(1, 39)",1,39,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,144,4
"Tile(1, 40)",1,40,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,160,4
"Tile(1, 41)",1,41,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,176,4
"Tile(1, 42)",1,42,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,32,4
"Tile(1, 43)",1,43,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,48,4
"Tile(1, 44)",1,44,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(1, 45)",1,45,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,80,4
"Tile(1, 46)",1,46,2,16,4,0,graphics/editor/FireTileSet.png,0,192,0,96,4
"Tile(1, 47)",1,47,2,16,4,0,graphics/editor/FireTileSet.png,0,496,0,112,4
"Tile(1, 48)",1,48,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,128,-1
"Tile(1, 49)",1,49,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,144,-1
"Tile(1, 50)",1,50,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,160,-1
"Tile(1, 51)",1,51,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,176,-1
"Tile(1, 52)",1,52,2,16,4,0,graphics/editor/FireTileSet.png,0,496,0,32,4
"Tile(1, 53)",1,53,2,16,4,0,graphics/editor/FireTileSet.png,0,16,0,48,4
"Tile(1, 54)",1,54,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(1, 55)",1,55,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,80,4
"Tile(1, 56)",1,56,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,96,4
"Tile(1, 57)",1,57,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,112,4
"Tile(1, 58)",1,58,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,128,4
"Tile(1, 59)",1,59,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,144,4
"Tile(1, 60)",1,60,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,160,4
"Tile(1, 61)",1,61,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,176,4
"Tile(1, 62)",1,62,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,32,4
"Tile(1, 63)",1,63,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,48,4
"Tile(2, 0)",2,0,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 1)",2,1,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 2)",2,2,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 3)",2,3,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 4)",2,4,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 5)",2,5,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 6)",2,6,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 7)",2,7,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 8)",2,8,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 9)",2,9,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 10)",2,10,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 11)",2,11,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 12)",2,12,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 13)",2,13,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 14)",2,14,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 15)",2,15,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 16)",2,16,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 17)",2,17,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 18)",2,18,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 19)",2,19,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 20)",2,20,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 21)",2,21,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 22)",2,22,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 23)",2,23,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(2, 24)",2,24,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(2, 25)",2,25,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(2, 26)",2,26,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(2, 27)",2,27,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(2, 28)",2,28,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(2, 29)",2,29,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(2, 30)",2,30,2,16,4,0,graphics/editor/FireTileSet.png,0,0,16,16,4
"Tile(2, 31)",2,31,2,16,4,0,graphics/editor/FireTileSet.png,0,0,32,32,-1
"Tile(2, 32)",2,32,2,16,4,0,graphics/editor/FireTileSet.png,96,336,32,48,-1
"Tile(2, 33)",2,33,2,16,4,0,graphics/editor/FireTileSet.png,96,336,32,64,-1
"Tile(2, 34)",2,34,1,16,4,0,graphics/editor/FireTileSet.png,416,496,16,272,-1
"Tile(2, 35)",2,35,1,16,4,0,graphics/editor/FireTileSet.png,416,496,16,288,-1
"Tile(2, 36)",2,36,1,16,4,0,graphics/editor/FireTileSet.png,416,496,16,304,-1
"Tile(2, 37)",2,37,1,16,4,0,graphics/editor/FireTileSet.png,416,496,16,336,-1
"Tile(2, 38)",2,38,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,272,-1
"Tile(2, 39)",2,39,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,288,-1
"Tile(2, 40)",2,40,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,304,-1
"Tile(2, 41)",2,41,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,272,-1
"Tile(2, 42)",2,42,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,288,-1
"Tile(2, 43)",2,43,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,304,-1
"Tile(2, 44)",2,44,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,272,-1
"Tile(2, 45)",2,45,1,16,4,0,graphics/editor/FireTileSet.png,416,496,80,288,-1
"Tile(2, 46)",2,46,2,16,4,0,graphics/editor/FireTileSet.png,128,192,0,496,4
"Tile(2, 47)",2,47,2,16,4,0,graphics/editor/FireTileSet.png,0,496,0,496,4
"Tile(2, 48)",2,48,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,496,-1
"Tile(2, 49)",2,49,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,496,-1
"Tile(2, 50)",2,50,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,496,-1
"Tile(2, 51)",2,51,-1,16,4,0,graphics/editor/FireTileSet.png,0,496,0,496,-1
"Tile(2, 52)",2,52,2,16,4,0,graphics/editor/FireTileSet.png,0,496,0,496,4
"Tile(2, 53)",2,53,2,16,4,0,graphics/editor/FireTileSet.png,0,0,32,16,4
"Tile(2, 54)",2,54,2,16,4,0,graphics/editor/FireTileSet.png,0,0,32,32,-1
"Tile(2, 55)",2,55,2,16,4,0,graphics/editor/FireTileSet.png,0,0,32,48,-1
"Tile(2, 56)",2,56,2,16,4,0,graphics/editor/FireTileSet.png,0,0,32,64,-1
"Tile(2, 57)",2,57,1,16,4,0,graphics/editor/FireTileSet.png,0,0,16,272,-1
"Tile(2, 58)",2,58,1,16,4,0,graphics/editor/FireTileSet.png,0,0,16,288,-1
"Tile(2, 59)",2,59,1,16,4,0,graphics/editor/FireTileSet.png,0,0,16,304,-1
"Tile(2, 60)",2,60,1,16,4,0,graphics/editor/FireTileSet.png,0,0,16,336,-1
"Tile(2, 61)",2,61,1,16,4,0,graphics/editor/FireTileSet.png,0,0,80,272,-1
"Tile(2, 62)",2,62,1,16,4,0,graphics/editor/FireTileSet.png,0,0,80,288,-1
"Tile(2, 63)",2,63,2,16,4,0,graphics/editor/FireTileSet.png,0,0,80,272,-1
"Tile(3, 0)",3,0,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(3, 1)",3,1,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(3, 2)",3,2,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,16,4
"Tile(3, 3)",3,3,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(3, 4)",3,4,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(3, 5)",3,5,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,48,4
"Tile(3, 6)",3,6,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(3, 7)",3,7,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,80,4
"Tile(3, 8)",3,8,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,96,4
"Tile(3, 9)",3,9,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,112,4
"Tile(3, 10)",3,10,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,128,4
"Tile(3, 11)",3,11,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,144,4
"Tile(3, 12)",3,12,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,160,4
"Tile(3, 13)",3,13,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,64,4
"Tile(3, 14)",3,14,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,80,4
"Tile(3, 15)",3,15,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,96,4
"Tile(3, 16)",3,16,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,112,4
"Tile(3, 17)",3,17,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,128,4
"Tile(3, 18)",3,18,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,144,4
"Tile(3, 19)",3,19,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,160,4
"Tile(3, 20)",3,20,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,176,4
"Tile(3, 21)",3,21,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,192,4
"Tile(3, 22)",3,22,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(3, 23)",3,23,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 24)",3,24,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 25)",3,25,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 26)",3,26,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 27)",3,27,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 28)",3,28,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 29)",3,29,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(3, 30)",3,30,2,16,4,0,graphics/editor/FireTileSet.png,0,0,48,16,4
"Tile(3, 31)",3,31,2,16,4,0,graphics/editor/FireTileSet.png,0,0,48,32,-1
"Tile(3, 32)",3,32,2,16,4,0,graphics/editor/FireTileSet.png,96,336,48,48,-1
"Tile(3, 33)",3,33,2,16,4,0,graphics/editor/FireTileSet.png,96,336,48,64,-1
"Tile(3, 34)",3,34,1,16,4,0,graphics/editor/FireTileSet.png,416,496,32,272,-1
"Tile(3, 35)",3,35,1,16,4,0,graphics/editor/FireTileSet.png,416,496,32,288,-1
"Tile(3, 36)",3,36,1,16,4,0,graphics/editor/FireTileSet.png,416,496,32,304,-1
"Tile(3, 37)",3,37,1,16,4,0,graphics/editor/FireTileSet.png,416,496,32,320,-1
"Tile(3, 38)",3,38,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 39)",3,39,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 40)",3,40,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 41)",3,41,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 42)",3,42,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 43)",3,43,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 44)",3,44,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 45)",3,45,1,16,4,0,graphics/editor/FireTileSet.png,416,496,0,352,-1
"Tile(3, 46)",3,46,2,16,4,0,graphics/editor/FireTileSet.png,144,192,0,496,4
"Tile(3, 47)",3,47,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(3, 48)",3,48,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 49)",3,49,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 50)",3,50,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 51)",3,51,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,-1
"Tile(3, 52)",3,52,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(3, 53)",3,53,2,16,4,0,graphics/editor/FireTileSet.png,0,0,48,16,4
"Tile(3, 54)",3,54,2,16,4,0,graphics/editor/FireTileSet.png,0,0,48,32,-1
"Tile(3, 55)",3,55,2,16,4,0,graphics/editor/FireTileSet.png,0,0,48,48,-1
"Tile(3, 56)",3,56,2,16,4,0,graphics/editor/FireTileSet.png,0,0,48,64,-1
"Tile(3, 57)",3,57,1,16,4,0,graphics/editor/FireTileSet.png,0,0,32,272,-1
"Tile(3, 58)",3,58,1,16,4,0,graphics/editor/FireTileSet.png,0,0,32,288,-1
"Tile(3, 59)",3,59,1,16,4,0,graphics/editor/FireTileSet.png,0,0,32,304,-1
"Tile(3, 60)",3,60,1,16,4,0,graphics/editor/FireTileSet.png,0,0,32,320,-1
"Tile(3, 61)",3,61,1,16,4,0,graphics/editor/FireTileSet.png,0,0,16,352,-1
"Tile(3, 62)",3,62,1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,352,-1
"Tile(3, 63)",3,63,2,16,4,0,graphics/editor/FireTileSet.png,0,0,0,352,-1
"Tile(4, 0)",4,0,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(4, 1)",4,1,-1,16,4,0,graphics/editor/FireTileSet.png,0,0,0,496,4
"Tile(4, 2)",4,2,2,16,4,0,graphics/editor/FireTileSet.png,0,0,96,16,4
"Tile(4, 3)",4,3,2,16,4,0,graphics/editor/FireTileSet.png,0,0,16,32,-1
"Tile(4, 4)",4,4,2,16,4,0,graphics/editor/FireTileSet.png,0,0,16,48,-1
"Tile(4, 5)",4,5,2,16,4,0,graphics/editor/FireTileSet.png,0,0,16,64,-1
"Tile(4, 6)",4,6,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,80,-1
"Tile(4, 7)",4,7,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,96,-1
"Tile(4, 8)",4,8,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,112,-1
"Tile(4, 9)",4,9,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,128,-1
"Tile(4, 10)",4,10,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,144,-1
"Tile(4, 11)",4,11,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,160,-1
"Tile(4, 12)",4,12,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,176,-1
"Tile(4, 13)",4,13,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,96,-1
"Tile(4, 14)",4,14,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,112,-1
"Tile(4, 15)",4,15,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,128,-1
"Tile(4, 16)",4,16,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,144,-1
"Tile(4, 17)",4,17,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,160,-1
"Tile(4, 18)",4,18,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,176,-1
"Tile(4, 19)",4,19,0,16,4,0,graphics/editor/FireTileSet.png,0,0,16,96,-1
